unique_id,OPtreat,noref,OP,age_hhr,qa1p11_hhr,qa1p12_hhr,quartile1,ravtest,digtest,testz,peanutz,othertype,OPpuzzletypeA,weekend,OPtestz,OPtreat1,OPtreat2,OPtreat3,OPtreat4,OPtreat5,OPtreat6,OPtreat7,OPtestzOPtreat1,OPtestzOPtreat2,OPtestzOPtreat3,OPtestzOPtreat4,OPtestzOPtreat5,OPtestzOPtreat6,OPtestzOPtreat7,refage,OPed,OPravtest,OPdigtest,refravtest,refdigtest,OPagegrp,literate_hhr,class5_hhr,class10_hhr,married_hhr,employed_hhr,hhhead_hhr,young_hhr,income,ln_income,antperf_puzzle,wkid,numcorrect,anyrain,sumrefrain,ref,refactualmeantemp,reftestz,refincome,reflnincome,refed_cont,OP_relative_REFrep,OP_coworkers_REFrep,refcode,OPed_cont,missingscore
247,Pure Effort Task 2,0,1,25,1,3,0,1,9,,-.6211493,,1,0,,0,0,0,0,0,0,1,,,,,,,,36,Class 9,1,9,0,14,25,1,0,1,1,1,0,0,3000,8.0067005,,31,,0,0,1,85,-.37682226,2000,7.6014023,8,0,0,5,9,
249,Pure Effort Task 1,0,1,44,1,1,0,1,11,,.59779805,,1,0,,0,0,0,0,0,1,0,,,,,,,,55,Class 12,1,11,1,6,40,1,0,0,1,1,0,0,7000,8.8538084,,31,,0,0,1,82,-2.0336821,3000,8.0067005,0,0,1,3,12,
250,Low Stakes Performance Pay,0,1,58,1,1,0,0,10,.47527704,,0,1,0,.47527704,0,0,0,0,1,0,0,0,0,0,0,.47527704,0,0,53,Class 8,0,10,1,12,55,1,0,1,1,1,1,0,1000,6.9087548,3,31,3,0,0,1,82,-.23480572,1500,7.3138866,10,0,1,2,8,
251,Low Fixed Pay,0,1,21,1,1,1,2,12,1.4220541,,0,1,0,1.4220541,0,1,0,0,0,0,0,0,1.4220541,0,0,0,0,0,21,Class 8,2,12,2,10,20,1,0,1,1,1,1,1,0,0,2,31,4,0,0,1,82,1.1853598,2000,7.6014023,8,0,0,1,8,
252,Pure Effort Task 1,0,1,20,2,,0,3,16,,-.29609668,,1,0,,0,0,0,0,0,1,0,,,,,,,,25,Class 11,3,16,1,12,20,1,0,0,0,0,0,1,0,0,,31,,0,0,1,85,.33326051,2500,7.8244457,9,0,0,4,11,
253,Pure Effort Task 2,0,1,25,1,1,0,3,13,,-.21483353,,1,0,,0,0,0,0,0,0,1,,,,,,,,25,Class 6,3,13,3,19,25,1,0,1,1,1,1,0,6000,8.6996813,,31,,0,0,1,82,-.32948342,3000,8.0067005,10,0,0,1,6,
254,Low Stakes Performance Pay,0,1,22,2,,0,3,10,.14390509,,0,1,0,.14390509,0,0,0,0,1,0,0,0,0,0,0,.14390509,0,0,50,Class 6,3,10,3,12,20,1,0,1,0,0,0,1,0,0,3,31,4,0,0,1,85,.19124395,3000,8.0067005,8,0,0,2,6,
255,Very Low Fixed Pay,0,1,30,1,1,1,3,11,-.58984709,,0,1,0,-.58984709,0,0,1,0,0,0,0,0,0,-.58984709,0,0,0,0,50,Class 8,3,11,1,11,30,1,0,1,1,1,1,0,1800,7.4960976,3,31,4,0,0,1,82,.30959108,2000,7.6014023,8,0,0,27,8,
256,High Stakes Performance Pay,0,1,25,1,1,0,3,12,.80664903,,0,1,0,.80664903,0,0,0,1,0,0,0,0,0,0,.80664903,0,0,0,25,Class 11,3,12,3,15,25,1,0,0,1,1,1,0,5000,8.5173931,3,31,4,0,0,1,85,.40426877,0,0,10,0,1,99,11,
257,High Stakes Performance Pay,0,1,28,1,2,1,0,10,-.77920252,,0,1,0,-.77920252,0,0,0,1,0,0,0,0,0,0,-.77920252,0,0,0,31,Class 8,0,10,2,11,25,1,0,1,0,1,0,0,2000,7.6014023,3,31,2,0,0,1,82,-1.418277,3000,8.0067005,7,0,1,29,8,
258,Low Stakes Performance Pay,0,1,35,1,1,0,1,11,-.44783056,,0,1,0,-.44783056,0,0,0,0,1,0,0,0,0,0,0,-.44783056,0,0,27,Class 2,1,11,0,10,35,0,1,0,1,1,1,0,2500,7.8244457,4,31,3,0,0,1,85,-.89754963,2000,7.6014023,3,0,1,2,2,
259,Low Stakes Performance Pay,0,1,38,1,1,1,0,17,-.47149998,,0,1,0,-.47149998,0,0,0,0,1,0,0,0,0,0,0,-.47149998,0,0,40,Class 5,0,17,1,12,35,1,1,0,1,1,1,0,3000,8.0067005,4,31,3,0,0,1,85,.30959108,3000,8.0067005,7,0,0,20,5,
260,Pure Effort Task 2,0,1,35,1,1,0,3,12,,1.3291665,,1,0,,0,0,0,0,0,0,1,,,,,,,,40,Class 8,3,12,0,10,35,1,0,1,1,1,0,0,4000,8.2943001,,31,,0,0,1,85,-1.418277,3000,8.0067005,8,0,0,20,8,
261,Pure Effort Task 1,0,1,35,1,2,0,2,12,,1.8167454,,1,0,,0,0,0,0,0,1,0,,,,,,,,29,Class 12,2,12,2,16,35,1,0,0,1,1,0,0,4500,8.412055,,31,,0,0,1,85,1.2326987,1800,7.4960976,10,0,0,19,12,
263,Pure Effort Task 1,0,1,32,1,2,0,1,14,,-.052307207,,1,0,,0,0,0,0,0,1,0,,,,,,,,24,Class 12,1,14,2,14,30,1,0,0,0,1,0,0,3000,8.0067005,,31,,0,0,1,85,.94866556,2000,7.6014023,13,0,0,16,12,
264,Low Stakes Performance Pay,0,1,51,1,1,0,2,11,-1.3472687,,0,1,0,-1.3472687,0,0,0,0,1,0,0,0,0,0,0,-1.3472687,0,0,38,Class 10,2,11,2,12,50,1,0,1,1,1,1,0,2000,7.6014023,3,31,1,0,0,1,82,.66463244,2500,7.8244457,6,0,1,1,10,
265,Very Low Fixed Pay,0,1,23,1,2,0,3,19,.35692993,,0,1,0,.35692993,0,0,1,0,0,0,0,0,0,.35692993,0,0,0,0,23,Class 10,3,19,3,14,20,1,0,1,0,1,0,1,3200,8.0712185,3,31,3,0,0,1,85,.94866556,3500,8.1608038,10,0,1,,10,
266,High Fixed Pay,0,1,25,1,1,0,3,11,1.6350789,,0,1,0,1.6350789,1,0,0,0,0,0,0,1.6350789,0,0,0,0,0,0,58,Class 11,3,11,3,16,25,1,0,0,0,1,0,0,1100,7.003974,4,31,4,0,0,1,85,-.35315284,2000,7.6014023,12,0,0,,11,
267,Low Fixed Pay,0,1,34,1,1,0,2,13,-1.086905,,0,1,0,-1.086905,0,1,0,0,0,0,0,0,-1.086905,0,0,0,0,0,35,Class 12,2,13,2,18,30,1,0,0,1,1,1,0,7000,8.8538084,4,31,1,0,0,1,85,.75931019,2300,7.7410989,10,0,0,2,12,
268,High Fixed Pay,0,1,24,1,1,0,3,10,.68830186,,0,1,0,.68830186,1,0,0,0,0,0,0,.68830186,0,0,0,0,0,0,24,Graduate and above,3,10,3,14,20,1,0,0,0,1,0,1,450,6.1114674,4,31,4,0,0,1,82,1.4693929,0,0,12,0,1,99,13,
269,Pure Effort Task 1,0,1,48,1,1,0,1,13,,1.8167454,,1,0,,0,0,0,0,0,1,0,,,,,,,,45,Class 3,1,13,3,17,45,1,1,0,1,1,1,0,3000,8.0067005,,31,,0,0,1,82,.52261591,2000,7.6014023,8,0,1,1,3,
270,High Fixed Pay,0,1,25,1,2,1,1,10,-.82654136,,0,1,0,-.82654136,1,0,0,0,0,0,0,-.82654136,0,0,0,0,0,0,26,Class 5,1,10,1,12,25,1,1,0,0,1,0,0,1000,6.9087548,4,31,2,0,0,1,85,-1.252591,2000,7.6014023,5,0,1,2,5,
271,Pure Effort Task 2,0,1,28,2,,0,1,13,,-.53988618,,1,0,,0,0,0,0,0,0,1,,,,,,,,29,Class 6,1,13,2,14,25,1,0,1,0,0,0,0,1200,7.09091,,31,,0,0,1,82,.56995475,1500,7.3138866,10,0,1,12,6,
272,Pure Effort Task 1,0,1,29,1,1,0,1,9,,-.21483353,,1,0,,0,0,0,0,0,1,0,,,,,,,,40,Class 9,1,9,1,18,25,1,0,1,1,1,0,0,2000,7.6014023,,31,,0,0,1,85,.26225221,1500,7.3138866,10,0,0,3,9,
273,Low Fixed Pay,1,1,29,1,1,0,1,18,1.3983847,,0,1,0,1.3983847,0,1,0,0,0,0,0,0,1.3983847,0,0,0,0,0,,Class 10,1,18,,,25,1,0,1,0,1,0,0,1500,7.3138866,,31,4,0,0,0,,,,,,,,,10,
274,Pure Effort Task 2,0,1,35,1,1,0,2,11,,-.8649388,,1,0,,0,0,0,0,0,0,1,,,,,,,,29,Class 10,2,11,0,11,35,1,0,1,1,1,1,0,3200,8.0712185,,31,,0,0,1,82,-.68452477,3500,8.1608038,8,1,0,20,10,
275,High Fixed Pay,0,1,36,1,1,1,1,11,.78297961,,0,1,0,.78297961,1,0,0,0,0,0,0,.78297961,0,0,0,0,0,0,55,Class 9,1,11,3,12,35,1,0,1,1,1,0,0,1800,7.4960976,4,31,4,0,0,1,85,.49894649,2500,7.8244457,10,0,0,1,9,
276,Low Fixed Pay,0,1,34,1,1,0,1,8,-1.1342438,,0,1,0,-1.1342438,0,1,0,0,0,0,0,0,-1.1342438,0,0,0,0,0,29,Class 10,1,8,3,18,30,1,0,1,0,1,1,0,2000,7.6014023,4,31,1,0,0,1,85,.90132672,0,0,13,0,1,99,10,
277,Pure Effort Task 1,0,1,38,1,1,0,2,14,,-1.6775703,,1,0,,0,0,0,0,0,1,0,,,,,,,,50,Class 12,2,14,3,16,35,1,0,0,0,1,1,0,5000,8.5173931,,31,,0,0,1,85,.47527704,3000,8.0067005,10,0,0,4,12,
278,Very Low Fixed Pay,0,1,24,1,2,0,3,15,.97233498,,0,1,0,.97233498,0,0,1,0,0,0,0,0,0,.97233498,0,0,0,0,35,Class 12,3,15,3,16,20,1,0,0,0,1,0,1,3000,8.0067005,3,31,4,0,0,1,85,-.021780884,3000,8.0067005,10,0,0,1,12,
279,Pure Effort Task 2,1,1,31,1,1,0,3,13,,-.21483353,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 6,3,13,,,30,1,0,1,1,1,1,0,4000,8.2943001,,31,,0,0,0,,,,,,,,,6,
281,High Fixed Pay,0,1,26,1,2,0,0,13,-1.4892852,,0,1,0,-1.4892852,1,0,0,0,0,0,0,-1.4892852,0,0,0,0,0,0,20,Class 10,0,13,3,12,25,1,0,1,0,1,0,0,2500,7.8244457,4,31,1,0,0,1,85,-.54250824,0,0,8,0,1,99,10,
282,Pure Effort Task 2,1,1,33,1,1,1,1,7,,-.29609668,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 3,1,7,,,30,1,1,0,1,1,1,0,4000,8.2943001,,31,,0,0,0,,,,,,,,,3,
283,High Fixed Pay,0,1,35,1,1,0,2,11,-.305814,,0,1,0,-.305814,1,0,0,0,0,0,0,-.305814,0,0,0,0,0,0,30,Never attended school,2,11,3,17,35,0,0,0,1,1,1,0,3500,8.1608038,3,31,2,0,0,1,85,.42793819,3000,8.0067005,10,0,0,2,0,
284,Pure Effort Task 2,0,1,31,1,1,0,0,11,,-.21483353,,1,0,,0,0,0,0,0,0,1,,,,,,,,35,Class 6,0,11,1,10,30,1,0,1,1,1,0,0,2500,7.8244457,,31,,0,0,1,85,-.092789158,3000,8.0067005,8,0,0,4,6,
285,Low Fixed Pay,0,1,32,1,1,0,3,16,.7356407,,0,1,0,.7356407,0,1,0,0,0,0,0,0,.7356407,0,0,0,0,0,25,Class 10,3,16,3,13,30,1,0,1,1,1,0,0,5000,8.5173931,4,31,4,0,0,1,85,.66463244,3000,8.0067005,10,0,0,2,10,
286,High Stakes Performance Pay,0,1,29,1,1,1,0,11,.33326051,,0,1,0,.33326051,0,0,0,1,0,0,0,0,0,0,.33326051,0,0,0,22,Never attended school,0,11,3,18,25,0,0,0,1,1,1,0,3000,8.0067005,4,31,3,0,0,1,82,.096566245,0,0,10,0,0,99,0,
287,Very Low Fixed Pay,0,1,22,1,1,0,2,9,.096566245,,0,1,0,.096566245,0,0,1,0,0,0,0,0,0,.096566245,0,0,0,0,23,Class 7,2,9,2,10,20,1,0,1,0,1,0,1,4000,8.2943001,2,31,3,0,0,1,82,-.51883882,1500,7.3138866,8,0,1,1,7,
288,Low Fixed Pay,0,1,26,1,2,0,3,14,1.0670127,,0,1,0,1.0670127,0,1,0,0,0,0,0,0,1.0670127,0,0,0,0,0,32,Class 8,3,14,1,8,25,1,0,1,0,1,0,0,1500,7.3138866,4,30,4,0,2,1,81,1.256368,1600,7.3783836,9,0,0,1,8,
289,Low Stakes Performance Pay,0,1,24,1,5,0,2,16,.47527704,,0,1,0,.47527704,0,0,0,0,1,0,0,0,0,0,0,.47527704,0,0,50,Class 12,2,16,1,8,20,1,0,0,0,1,0,1,2000,7.6014023,,30,3,0,2,1,81,-.28214458,2000,7.6014023,2,0,0,27,12,
290,Pure Effort Task 1,0,1,24,1,2,0,0,16,,.11021911,,1,0,,0,0,0,0,0,1,0,,,,,,,,23,Class 7,0,16,3,10,20,1,0,1,0,1,0,1,1500,7.3138866,,30,,0,2,1,81,-.47149998,1800,7.4960976,5,0,0,1,7,
292,High Stakes Performance Pay,0,1,26,1,2,0,2,11,.68830186,,1,1,0,.68830186,0,0,0,1,0,0,0,0,0,0,.68830186,0,0,0,41,Class 10,2,11,1,16,25,1,0,1,0,1,0,0,1700,7.4389715,4,30,4,0,2,1,82,.97233498,2000,7.6014023,10,0,0,8,10,
293,Pure Effort Task 1,0,1,30,1,1,1,2,12,,.028955951,,1,1,,0,0,0,0,0,1,0,,,,,,,,38,Class 10,2,12,2,9,30,1,0,1,0,1,0,0,3000,8.0067005,,30,,0,2,1,81,-.87388021,2500,7.8244457,9,0,0,28,10,
294,Low Stakes Performance Pay,1,1,22,1,3,0,2,13,-1.5602936,,0,1,1,-1.5602936,0,0,0,0,1,0,0,0,0,0,0,-1.5602936,0,0,,Class 12,2,13,,,20,1,0,0,0,1,0,1,2000,7.6014023,,30,1,0,2,0,,,,,,,,,12,
295,Very Low Fixed Pay,1,1,19,1,1,0,2,15,.40426877,,0,1,1,.40426877,0,0,1,0,0,0,0,0,0,.40426877,0,0,0,0,,Graduate and above,2,15,,,15,1,0,0,1,1,0,1,2750,7.9197197,,30,3,0,2,0,,,,,,,,,13,
296,Low Fixed Pay,0,1,58,2,,1,0,10,.14390509,,0,1,1,.14390509,0,1,0,0,0,0,0,0,.14390509,0,0,0,0,0,20,Class 8,0,10,3,17,55,1,0,1,1,0,1,0,0,0,4,30,4,0,2,1,81,-.11645859,0,0,12,0,0,99,8,
297,Low Fixed Pay,0,1,25,1,4,0,3,11,1.1853598,,1,1,1,1.1853598,0,1,0,0,0,0,0,0,1.1853598,0,0,0,0,0,25,Class 8,3,11,2,21,25,1,0,1,0,1,0,0,1200,7.09091,4,30,4,0,2,1,82,.04922739,0,0,9,0,0,99,8,
298,Low Fixed Pay,0,1,25,1,2,0,0,9,-.14012802,,1,1,1,-.14012802,0,1,0,0,0,0,0,0,-.14012802,0,0,0,0,0,23,Class 6,0,9,1,11,25,1,0,1,0,1,0,0,1500,7.3138866,,30,3,0,2,1,82,.7356407,0,0,8,0,0,99,6,
299,Pure Effort Task 1,1,1,27,1,2,0,3,16,,-1.3525177,,1,1,,0,0,0,0,0,1,0,,,,,,,,,Class 8,3,16,,,25,1,0,1,0,1,0,0,2000,7.6014023,,30,,0,2,0,,,,,,,,,8,
300,High Stakes Performance Pay,0,1,28,1,2,0,0,12,.16757452,,0,1,1,.16757452,0,0,0,1,0,0,0,0,0,0,.16757452,0,0,0,32,Class 4,0,12,2,11,25,1,1,0,1,1,0,0,2000,7.6014023,4,30,3,0,2,1,81,1.3037069,1500,7.3138866,7,0,0,1,4,
301,Pure Effort Task 2,0,1,50,1,1,1,1,6,,-1.5150441,,1,1,,0,0,0,0,0,0,1,,,,,,,,28,Class 4,1,6,3,12,50,1,1,0,1,1,1,0,0,0,,30,,0,2,1,82,-.18746686,1850,7.5234814,9,1,0,1,4,
302,Pure Effort Task 2,1,1,23,2,,0,2,13,,-.45862299,,1,1,,0,0,0,0,0,0,1,,,,,,,,,Graduate and above,2,13,,,20,1,0,0,0,0,0,1,0,0,,30,,0,2,0,,,,,,,,,13,
303,High Fixed Pay,1,1,21,2,,0,2,12,.14390509,,0,1,1,.14390509,1,0,0,0,0,0,0,.14390509,0,0,0,0,0,0,,Class 10,2,12,,,20,1,0,1,0,0,0,1,0,0,,30,3,0,2,0,,,,,,,,,10,
304,Pure Effort Task 2,0,1,22,1,5,0,3,22,,-.70241249,,1,1,,0,0,0,0,0,0,1,,,,,,,,19,Class 12,3,22,3,16,20,1,0,0,0,1,0,1,0,0,,30,,0,2,1,82,.072896816,0,0,10,0,0,99,12,
305,Low Fixed Pay,1,1,18,1,5,1,2,8,.49894649,,0,1,1,.49894649,0,1,0,0,0,0,0,0,.49894649,0,0,0,0,0,,Class 4,2,8,,,15,1,1,0,0,1,0,1,3000,8.0067005,,30,3,0,2,0,,,,,,,,,4,
306,Pure Effort Task 1,1,1,24,1,2,0,1,13,,-.13357036,,1,1,,0,0,0,0,0,1,0,,,,,,,,,Class 9,1,13,,,20,1,0,1,0,1,0,1,4500,8.412055,,30,,0,2,0,,,,,,,,,9,
307,High Fixed Pay,1,1,21,1,3,0,1,12,.54628533,,0,1,1,.54628533,1,0,0,0,0,0,0,.54628533,0,0,0,0,0,0,,Class 2,1,12,,,20,1,1,0,0,1,0,1,1500,7.3138866,,30,3,0,2,0,,,,,,,,,2,
308,Low Fixed Pay,0,1,19,1,3,0,0,20,.001888541,,1,1,1,.001888541,0,1,0,0,0,0,0,0,.001888541,0,0,0,0,0,21,Class 5,0,20,2,14,15,1,1,0,0,1,0,1,2500,7.8244457,,30,3,0,2,1,82,-.14012802,4000,8.2943001,8,0,0,2,5,
310,High Stakes Performance Pay,1,1,22,1,2,1,2,10,-.4951694,,0,1,0,-.4951694,0,0,0,1,0,0,0,0,0,0,-.4951694,0,0,0,,Never attended school,2,10,,,20,0,0,0,0,1,0,1,1500,7.3138866,,30,2,0,2,0,,,,,,,,,0,
311,Very Low Fixed Pay,0,1,21,1,4,0,2,11,1.0196738,,0,1,0,1.0196738,0,0,1,0,0,0,0,0,0,1.0196738,0,0,0,0,22,Class 12,2,11,2,15,20,1,0,0,0,1,0,1,1000,6.9087548,,30,4,0,2,1,81,1.3510458,0,0,12,0,0,11,12,
312,Low Stakes Performance Pay,0,1,25,1,1,0,3,12,.38059935,,0,1,0,.38059935,0,0,0,0,1,0,0,0,0,0,0,.38059935,0,0,22,Class 11,3,12,2,13,25,1,0,0,0,1,0,0,3000,8.0067005,4,30,4,0,2,1,81,.12023567,1000,6.9087548,12,0,0,16,11,
313,Low Fixed Pay,0,1,25,1,2,0,1,12,-2.0336821,,1,1,0,-2.0336821,0,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,23,Class 4,1,12,1,13,25,1,1,0,0,1,0,0,3000,8.0067005,,30,0,0,2,1,82,.26225221,2400,7.7836404,2,0,0,1,4,
314,Pure Effort Task 2,0,1,32,1,1,1,0,16,,-.13357036,,1,0,,0,0,0,0,0,0,1,,,,,,,,35,Class 8,0,16,1,13,30,1,0,1,1,1,0,0,1800,7.4960976,,30,,0,2,1,81,-1.5366241,1500,7.3138866,13,0,0,1,8,
315,Low Fixed Pay,0,1,21,1,2,1,1,8,.21491337,,0,1,0,.21491337,0,1,0,0,0,0,0,0,.21491337,0,0,0,0,0,22,Class 4,1,8,2,12,20,1,1,0,0,1,0,1,1600,7.3783836,,30,3,0,2,1,81,.52261591,1600,7.3783836,10,0,0,28,4,
316,Pure Effort Task 2,0,1,22,1,1,0,3,21,,.92285073,,1,0,,0,0,0,0,0,0,1,,,,,,,,24,Class 8,3,21,1,11,20,1,0,1,0,1,0,1,1500,7.3138866,,30,,0,2,1,82,.025557967,0,0,7,0,0,1,8,
317,Low Stakes Performance Pay,1,1,24,1,1,0,3,17,.14390509,,0,1,0,.14390509,0,0,0,0,1,0,0,0,0,0,0,.14390509,0,0,,Class 5,3,17,,,20,1,1,0,1,1,0,1,4000,8.2943001,,30,3,0,2,0,,,,,,,,,5,
318,Low Fixed Pay,0,1,19,1,5,0,2,10,-.51883882,,1,1,0,-.51883882,0,1,0,0,0,0,0,0,-.51883882,0,0,0,0,0,22,Class 8,2,10,2,11,15,1,0,1,0,1,0,1,0,0,4,30,2,0,2,1,82,-.35315284,6000,8.6996813,5,0,0,8,8,
319,High Stakes Performance Pay,0,1,20,2,,1,2,14,-.045450311,,0,1,0,-.045450311,0,0,0,1,0,0,0,0,0,0,-.045450311,0,0,0,20,Class 12,2,14,1,11,20,1,0,0,0,0,0,1,0,0,4,30,3,0,2,1,81,1.4220541,2000,7.6014023,11,0,0,20,12,
321,High Stakes Performance Pay,0,1,31,1,2,0,3,11,.33326051,,1,1,0,.33326051,0,0,0,1,0,0,0,0,0,0,.33326051,0,0,0,19,Class 10,3,11,3,14,30,1,0,1,0,1,0,0,5000,8.5173931,4,30,3,0,2,1,82,1.4220541,2000,7.6014023,6,0,0,2,10,
322,Low Fixed Pay,1,1,32,1,1,0,1,9,.52261591,,0,1,1,.52261591,0,1,0,0,0,0,0,0,.52261591,0,0,0,0,0,,Class 6,1,9,,,30,1,0,1,1,1,0,0,2200,7.6966672,,30,3,0,2,0,,,,,,,,,6,
324,Pure Effort Task 1,1,1,34,1,4,0,3,16,,.35400859,,1,1,,0,0,0,0,0,1,0,,,,,,,,,Class 10,3,16,,,30,1,0,1,1,1,0,0,10000,9.2104406,,30,,0,2,0,,,,,,,,,10,
325,Very Low Fixed Pay,1,1,42,1,1,0,2,14,-.021780884,,0,1,1,-.021780884,0,0,1,0,0,0,0,0,0,-.021780884,0,0,0,0,,Graduate and above,2,14,,,40,1,0,0,1,1,1,0,1600,7.3783836,,30,3,0,2,0,,,,,,,,,13,
326,Low Stakes Performance Pay,1,1,45,1,1,0,0,9,.38059935,,0,1,1,.38059935,0,0,0,0,1,0,0,0,0,0,0,.38059935,0,0,,Class 10,0,9,,,45,1,0,1,1,1,1,0,2500,7.8244457,,30,4,0,2,0,,,,,,,,,10,
327,High Fixed Pay,1,1,25,1,1,0,3,13,1.138021,,0,1,1,1.138021,1,0,0,0,0,0,0,1.138021,0,0,0,0,0,0,,Class 8,3,13,,,25,1,0,1,1,1,0,0,3500,8.1608038,,30,4,0,2,0,,,,,,,,,8,
329,High Stakes Performance Pay,1,1,28,1,2,0,3,8,.025557967,,0,1,1,.025557967,0,0,0,1,0,0,0,0,0,0,.025557967,0,0,0,,Class 9,3,8,,,25,1,0,1,0,1,0,0,3000,8.0067005,,30,3,0,2,0,,,,,,,,,9,
330,Low Stakes Performance Pay,0,1,40,1,1,0,1,10,.59362417,,1,1,0,.59362417,0,0,0,0,1,0,0,0,0,0,0,.59362417,0,0,25,Class 10,1,10,3,18,40,1,0,1,1,1,0,0,4000,8.2943001,4,30,4,0,2,1,82,.54628533,7000,8.8538084,,1,0,3,10,
331,Pure Effort Task 1,0,1,32,1,1,0,2,13,,.35400859,,1,0,,0,0,0,0,0,1,0,,,,,,,,23,Class 10,2,13,2,19,30,1,0,1,1,1,0,0,3000,8.0067005,,30,,0,2,1,81,-.73186368,5000,8.5173931,12,0,0,12,10,
332,Pure Effort Task 2,0,1,25,1,5,0,2,13,,-1.2712545,,1,0,,0,0,0,0,0,0,1,,,,,,,,24,Class 12,2,13,3,13,25,1,0,0,0,1,0,0,1000,6.9087548,,30,,0,2,1,81,1.4693929,0,0,12,0,0,11,12,
333,Very Low Fixed Pay,0,1,26,1,2,0,3,18,.6172936,,1,1,0,.6172936,0,0,1,0,0,0,0,0,0,.6172936,0,0,0,0,23,Class 10,3,18,0,13,25,1,0,1,0,1,0,0,3000,8.0067005,4,30,3,0,2,1,82,.54628533,3000,8.0067005,8,0,0,32,10,
334,High Stakes Performance Pay,0,1,21,2,,0,3,10,-1.1815827,,0,1,0,-1.1815827,0,0,0,1,0,0,0,0,0,0,-1.1815827,0,0,0,52,Class 11,3,10,1,9,20,1,0,0,0,0,0,1,0,0,,30,1,0,2,1,81,-2.0336821,2000,7.6014023,8,0,0,20,11,
336,High Stakes Performance Pay,0,1,22,2,,0,3,21,.40426877,,1,1,0,.40426877,0,0,0,1,0,0,0,0,0,0,.40426877,0,0,0,22,Class 11,3,21,3,19,20,1,0,0,0,0,0,1,0,0,4,30,3,0,2,1,82,1.138021,0,0,12,0,0,11,11,
338,High Fixed Pay,0,1,24,2,,0,3,14,.9960044,,0,1,1,.9960044,1,0,0,0,0,0,0,.9960044,0,0,0,0,0,0,22,Class 11,3,14,2,14,20,1,0,0,0,0,0,1,0,0,4,30,4,1,1,1,87,-.7081942,0,0,10,0,0,99,11,
339,High Fixed Pay,0,1,26,1,2,0,3,12,.59362417,,0,1,1,.59362417,1,0,0,0,0,0,0,.59362417,0,0,0,0,0,0,27,Graduate and above,3,12,2,23,25,1,0,0,0,1,0,0,4000,8.2943001,4,30,4,1,1,1,82,-.54250824,6500,8.7797117,13,0,0,12,13,
340,High Stakes Performance Pay,0,1,25,1,4,0,2,15,1.2326987,,1,1,1,1.2326987,0,0,0,1,0,0,0,0,0,0,1.2326987,0,0,0,22,Graduate and above,2,15,3,13,25,1,0,0,0,1,0,0,2000,7.6014023,4,30,4,1,1,1,84,.97233498,0,0,12,0,0,16,13,
341,High Stakes Performance Pay,0,1,27,1,2,0,0,11,-.21113628,,1,1,1,-.21113628,0,0,0,1,0,0,0,0,0,0,-.21113628,0,0,0,20,Class 4,0,11,2,9,25,1,1,0,0,1,0,0,2200,7.6966672,3,30,3,1,1,1,84,.14390509,2000,7.6014023,7,0,0,28,4,
342,Pure Effort Task 2,0,1,24,2,,0,3,15,,1.8167454,,1,1,,0,0,0,0,0,0,1,,,,,,,,25,Class 12,3,15,3,16,20,1,0,0,0,0,0,1,0,0,,30,,1,1,1,87,.71197128,0,0,13,0,0,99,12,
343,Very Low Fixed Pay,0,1,22,1,2,1,1,8,-1.3709382,,0,1,1,-1.3709382,0,0,1,0,0,0,0,0,0,-1.3709382,0,0,0,0,22,Class 2,1,8,0,5,20,0,1,0,0,1,0,1,1800,7.4960976,,30,1,0,1,1,82,.64096302,1000,6.9087548,2,0,0,1,2,
344,Low Stakes Performance Pay,0,1,21,1,2,1,3,10,.23858279,,0,1,1,.23858279,0,0,0,0,1,0,0,0,0,0,0,.23858279,0,0,25,Class 7,3,10,3,15,20,1,0,1,0,1,0,1,1600,7.3783836,4,30,3,0,1,1,82,.04922739,1500,7.3138866,6,0,0,4,7,
345,Pure Effort Task 1,1,1,24,1,2,1,0,7,,-.21483353,,1,1,,0,0,0,0,0,1,0,,,,,,,,,Never attended school,0,7,,,20,0,0,0,0,1,0,1,3000,8.0067005,,30,,0,1,0,,,,,,,,,0,
346,High Fixed Pay,0,1,23,1,1,0,0,20,1.0196738,,0,1,1,1.0196738,1,0,0,0,0,0,0,1.0196738,0,0,0,0,0,0,23,Class 8,0,20,3,13,20,1,0,1,1,1,0,1,1400,7.2449417,,30,4,0,1,1,82,.6172936,500,6.2166061,9,0,0,1,8,
347,Pure Effort Task 1,0,1,19,1,2,1,0,17,,.27274543,,1,1,,0,0,0,0,0,1,0,,,,,,,,22,Class 6,0,17,3,12,15,1,0,1,0,1,0,1,1200,7.09091,,30,,0,1,1,82,.75931019,1200,7.09091,6,0,0,1,6,
348,Pure Effort Task 1,0,1,22,1,2,0,1,15,,-.53988618,,1,1,,0,0,0,0,0,1,0,,,,,,,,23,Class 10,1,15,2,11,20,1,0,1,0,1,0,1,1600,7.3783836,,30,,0,1,1,84,.40426877,1000,6.9087548,7,0,0,4,10,
